p_brand,p_type,p_size,supplier_cnt
"Brand#12",STANDARD ANODIZED NICKEL,23,124
"Brand#13",ECONOMY PLATED TIN,3,124
"Brand#13",LARGE BRUSHED BRASS,19,124
"Brand#13",LARGE PLATED STEEL,14,124
"Brand#13",MEDIUM ANODIZED NICKEL,36,124
"Brand#13",MEDIUM BRUSHED BRASS,14,124
"Brand#13",PROMO BRUSHED NICKEL,23,124
"Brand#13",STANDARD BURNISHED BRASS,36,124
"Brand#13",STANDARD BURNISHED COPPER,36,124
"Brand#14",ECONOMY POLISHED TIN,9,124
"Brand#14",LARGE PLATED TIN,36,124
"Brand#14",PROMO ANODIZED STEEL,14,124
"Brand#14",PROMO ANODIZED TIN,3,124
"Brand#14",PROMO PLATED COPPER,23,124
"Brand#14",PROMO POLISHED TIN,45,124
"Brand#14",SMALL BRUSHED NICKEL,36,124
"Brand#14",STANDARD ANODIZED TIN,14,124
"Brand#14",STANDARD PLATED TIN,9,124
"Brand#15",ECONOMY ANODIZED TIN,36,124
"Brand#15",ECONOMY BRUSHED TIN,49,124
"Brand#15",LARGE BURNISHED BRASS,23,124
"Brand#15",PROMO ANODIZED STEEL,45,124
"Brand#15",PROMO BRUSHED NICKEL,45,124
"Brand#15",PROMO POLISHED NICKEL,36,124
"Brand#15",SMALL ANODIZED TIN,49,124
"Brand#15",SMALL POLISHED COPPER,45,124
"Brand#15",STANDARD BURNISHED STEEL,45,124
"Brand#21",ECONOMY POLISHED BRASS,3,124
"Brand#21",LARGE ANODIZED COPPER,23,124
"Brand#21",LARGE ANODIZED TIN,45,124
"Brand#21",LARGE BRUSHED TIN,45,124
"Brand#21",PROMO ANODIZED COPPER,49,124
"Brand#21",PROMO POLISHED STEEL,9,124
"Brand#21",PROMO POLISHED STEEL,19,124
"Brand#22",ECONOMY BURNISHED NICKEL,3,124
"Brand#22",LARGE ANODIZED COPPER,49,124
"Brand#22",LARGE ANODIZED TIN,19,124
"Brand#22",LARGE BRUSHED TIN,36,124
"Brand#22",LARGE PLATED TIN,49,124
"Brand#22",MEDIUM BURNISHED NICKEL,3,124
"Brand#22",PROMO ANODIZED STEEL,49,124
"Brand#22",PROMO PLATED STEEL,23,124
"Brand#22",PROMO PLATED TIN,3,124
"Brand#23",LARGE ANODIZED NICKEL,14,124
"Brand#23",MEDIUM BRUSHED NICKEL,36,124
"Brand#23",MEDIUM BURNISHED STEEL,45,124
"Brand#23",PROMO ANODIZED STEEL,14,124
"Brand#23",PROMO PLATED COPPER,3,124
"Brand#23",SMALL ANODIZED STEEL,49,124
"Brand#23",SMALL POLISHED BRASS,36,124
"Brand#23",SMALL POLISHED NICKEL,3,124
"Brand#23",STANDARD BRUSHED NICKEL,49,124
"Brand#24",ECONOMY ANODIZED BRASS,45,124
"Brand#24",ECONOMY ANODIZED NICKEL,14,124
"Brand#24",ECONOMY BRUSHED TIN,36,124
"Brand#24",LARGE BURNISHED COPPER,19,124
"Brand#24",LARGE PLATED TIN,19,124
"Brand#24",PROMO ANODIZED COPPER,9,124
"Brand#24",PROMO POLISHED COPPER,45,124
"Brand#24",SMALL BURNISHED COPPER,49,124
"Brand#24",SMALL PLATED COPPER,3,124
"Brand#24",STANDARD BURNISHED BRASS,36,124
"Brand#24",STANDARD POLISHED BRASS,9,124
"Brand#25",ECONOMY PLATED COPPER,9,124
"Brand#25",LARGE ANODIZED NICKEL,3,124
"Brand#25",LARGE BRUSHED BRASS,3,124
"Brand#25",LARGE BRUSHED STEEL,45,124
"Brand#25",LARGE BRUSHED TIN,23,124
"Brand#25",LARGE BURNISHED BRASS,19,124
"Brand#25",LARGE POLISHED COPPER,36,124
"Brand#25",PROMO PLATED STEEL,36,124
"Brand#25",SMALL ANODIZED COPPER,3,124
"Brand#25",SMALL ANODIZED NICKEL,19,124
"Brand#25",SMALL PLATED TIN,23,124
"Brand#25",STANDARD PLATED STEEL,45,124
"Brand#31",ECONOMY BRUSHED STEEL,45,124
"Brand#31",LARGE BURNISHED NICKEL,14,124
"Brand#31",MEDIUM ANODIZED BRASS,45,124
"Brand#31",MEDIUM BURNISHED BRASS,19,124
"Brand#31",MEDIUM BURNISHED NICKEL,19,124
"Brand#31",PROMO ANODIZED BRASS,45,124
"Brand#31",PROMO ANODIZED NICKEL,14,124
"Brand#31",PROMO BURNISHED COPPER,14,124
"Brand#31",SMALL BURNISHED COPPER,19,124
"Brand#31",SMALL BURNISHED STEEL,9,124
"Brand#31",SMALL PLATED NICKEL,9,124
"Brand#32",LARGE ANODIZED NICKEL,45,124
"Brand#32",LARGE BURNISHED TIN,45,124
"Brand#32",MEDIUM ANODIZED STEEL,9,124
"Brand#32",PROMO BURNISHED NICKEL,3,124
"Brand#32",SMALL BRUSHED TIN,9,124
"Brand#32",SMALL BURNISHED TIN,19,124
"Brand#32",SMALL POLISHED STEEL,14,124
"Brand#32",STANDARD ANODIZED COPPER,14,124
"Brand#32",STANDARD PLATED TIN,9,124
"Brand#32",STANDARD POLISHED BRASS,45,124
"Brand#33",ECONOMY BRUSHED TIN,49,124
"Brand#33",LARGE BURNISHED COPPER,36,124
"Brand#33",LARGE BURNISHED NICKEL,9,124
"Brand#33",LARGE PLATED TIN,3,124
"Brand#33",MEDIUM PLATED STEEL,45,124
"Brand#33",PROMO PLATED TIN,49,124
"Brand#33",PROMO POLISHED TIN,36,124
"Brand#33",SMALL ANODIZED NICKEL,45,124
"Brand#33",SMALL BURNISHED COPPER,36,124
"Brand#33",STANDARD ANODIZED TIN,23,124
"Brand#33",STANDARD BRUSHED TIN,36,124
"Brand#33",STANDARD POLISHED COPPER,49,124
"Brand#34",ECONOMY ANODIZED STEEL,36,124
"Brand#34",LARGE BRUSHED TIN,49,124
"Brand#34",LARGE POLISHED BRASS,45,124
"Brand#34",MEDIUM BRUSHED BRASS,49,124
"Brand#34",MEDIUM BRUSHED COPPER,23,124
"Brand#34",MEDIUM PLATED BRASS,23,124
"Brand#34",SMALL BURNISHED BRASS,19,124
"Brand#34",SMALL PLATED NICKEL,19,124
"Brand#34",STANDARD BURNISHED NICKEL,36,124
"Brand#34",STANDARD POLISHED COPPER,36,124
"Brand#35",ECONOMY BRUSHED STEEL,3,124
"Brand#35",LARGE ANODIZED BRASS,36,124
"Brand#35",LARGE BRUSHED BRASS,23,124
"Brand#35",LARGE BRUSHED STEEL,3,124
"Brand#35",LARGE POLISHED TIN,14,124
"Brand#35",PROMO ANODIZED STEEL,3,124
"Brand#35",STANDARD ANODIZED NICKEL,49,124
"Brand#35",STANDARD BRUSHED TIN,45,124
"Brand#35",STANDARD BURNISHED COPPER,36,124
"Brand#35",STANDARD BURNISHED STEEL,9,124
"Brand#41",ECONOMY PLATED BRASS,45,124
"Brand#41",ECONOMY PLATED BRASS,49,124
"Brand#41",MEDIUM BRUSHED TIN,23,124
"Brand#41",MEDIUM PLATED STEEL,36,124
"Brand#41",PROMO BURNISHED NICKEL,36,124
"Brand#41",PROMO BURNISHED TIN,14,124
"Brand#41",PROMO PLATED STEEL,14,124
"Brand#41",SMALL PLATED STEEL,14,124
"Brand#42",ECONOMY ANODIZED BRASS,23,124
"Brand#42",ECONOMY ANODIZED COPPER,45,124
"Brand#42",ECONOMY PLATED BRASS,3,124
"Brand#42",ECONOMY POLISHED COPPER,14,124
"Brand#42",LARGE ANODIZED BRASS,14,124
"Brand#42",LARGE ANODIZED COPPER,49,124
"Brand#42",LARGE BRUSHED TIN,19,124
"Brand#42",SMALL PLATED TIN,36,124
"Brand#42",SMALL POLISHED TIN,36,124
"Brand#42",STANDARD ANODIZED NICKEL,36,124
"Brand#42",STANDARD BRUSHED STEEL,3,124
"Brand#42",STANDARD POLISHED STEEL,23,124
"Brand#43",ECONOMY BRUSHED STEEL,36,124
"Brand#43",ECONOMY PLATED COPPER,3,124
"Brand#43",LARGE ANODIZED STEEL,3,124
"Brand#43",LARGE ANODIZED TIN,14,124
"Brand#43",MEDIUM BRUSHED TIN,49,124
"Brand#43",PROMO ANODIZED TIN,9,124
"Brand#43",PROMO PLATED BRASS,45,124
"Brand#43",SMALL BRUSHED NICKEL,23,124
"Brand#43",SMALL BURNISHED BRASS,49,124
"Brand#43",SMALL BURNISHED COPPER,49,124
"Brand#43",SMALL PLATED BRASS,23,124
"Brand#43",STANDARD BRUSHED TIN,36,124
"Brand#43",STANDARD POLISHED COPPER,36,124
"Brand#44",ECONOMY PLATED COPPER,23,124
"Brand#44",ECONOMY POLISHED STEEL,36,124
"Brand#44",ECONOMY POLISHED TIN,36,124
"Brand#44",LARGE PLATED BRASS,19,124
"Brand#44",LARGE POLISHED COPPER,9,124
"Brand#44",LARGE POLISHED COPPER,14,124
"Brand#44",SMALL POLISHED BRASS,23,124
"Brand#44",SMALL POLISHED STEEL,3,124
"Brand#44",STANDARD BRUSHED TIN,23,124
"Brand#44",STANDARD PLATED COPPER,23,124
"Brand#44",STANDARD PLATED STEEL,3,124
"Brand#51",ECONOMY PLATED NICKEL,49,124
"Brand#51",ECONOMY POLISHED BRASS,14,124
"Brand#51",ECONOMY POLISHED NICKEL,9,124
"Brand#51",ECONOMY POLISHED STEEL,45,124
"Brand#51",LARGE BURNISHED BRASS,3,124
"Brand#51",LARGE BURNISHED STEEL,45,124
"Brand#51",LARGE POLISHED COPPER,45,124
"Brand#51",PROMO BURNISHED BRASS,23,124
"Brand#51",PROMO BURNISHED BRASS,45,124
"Brand#51",SMALL BURNISHED NICKEL,19,124
"Brand#51",SMALL PLATED STEEL,14,124
"Brand#51",STANDARD BRUSHED NICKEL,23,124
"Brand#51",STANDARD BURNISHED BRASS,36,124
"Brand#51",STANDARD PLATED STEEL,45,124
"Brand#52",ECONOMY ANODIZED BRASS,3,124
"Brand#52",ECONOMY PLATED NICKEL,19,124
"Brand#52",ECONOMY POLISHED STEEL,49,124
"Brand#52",ECONOMY POLISHED TIN,19,124
"Brand#52",LARGE PLATED NICKEL,14,124
"Brand#52",LARGE PLATED TIN,3,124
"Brand#52",MEDIUM BRUSHED COPPER,36,124
"Brand#52",PROMO ANODIZED COPPER,9,124
"Brand#52",PROMO ANODIZED NICKEL,49,124
"Brand#52",PROMO POLISHED STEEL,45,124
"Brand#52",SMALL ANODIZED BRASS,19,124
"Brand#52",SMALL BRUSHED STEEL,36,124
"Brand#52",SMALL BURNISHED NICKEL,36,124
"Brand#52",STANDARD ANODIZED TIN,3,124
"Brand#52",STANDARD BRUSHED TIN,9,124
"Brand#52",STANDARD PLATED TIN,45,124
"Brand#52",STANDARD POLISHED NICKEL,19,124
"Brand#52",STANDARD POLISHED TIN,14,124
"Brand#53",ECONOMY ANODIZED TIN,9,124
"Brand#53",ECONOMY BRUSHED COPPER,19,124
"Brand#53",LARGE POLISHED STEEL,14,124
"Brand#53",MEDIUM ANODIZED COPPER,49,124
"Brand#53",SMALL BRUSHED STEEL,19,124
"Brand#53",SMALL BURNISHED BRASS,9,124
"Brand#53",SMALL PLATED STEEL,14,124
"Brand#53",SMALL POLISHED NICKEL,23,124
"Brand#53",STANDARD BRUSHED COPPER,45,124
"Brand#53",STANDARD BURNISHED NICKEL,49,124
"Brand#53",STANDARD PLATED STEEL,14,124
"Brand#54",ECONOMY BRUSHED NICKEL,45,124
"Brand#54",ECONOMY PLATED COPPER,14,124
"Brand#54",LARGE ANODIZED TIN,36,124
"Brand#54",LARGE BURNISHED COPPER,49,124
"Brand#54",MEDIUM ANODIZED TIN,9,124
"Brand#54",MEDIUM BURNISHED STEEL,36,124
"Brand#54",PROMO ANODIZED TIN,14,124
"Brand#54",PROMO BRUSHED BRASS,36,124
"Brand#54",PROMO BURNISHED TIN,23,124
"Brand#54",PROMO POLISHED TIN,49,124
"Brand#55",ECONOMY BRUSHED STEEL,14,124
"Brand#55",ECONOMY BURNISHED NICKEL,45,124
"Brand#55",ECONOMY PLATED BRASS,36,124
"Brand#55",ECONOMY POLISHED BRASS,9,124
"Brand#55",LARGE BRUSHED COPPER,14,124
"Brand#55",MEDIUM PLATED TIN,36,124
"Brand#55",PROMO BRUSHED COPPER,49,124
"Brand#55",SMALL BRUSHED BRASS,49,124
"Brand#55",SMALL PLATED COPPER,49,124
"Brand#55",SMALL PLATED TIN,45,124
"Brand#55",STANDARD PLATED COPPER,19,124
"Brand#11",SMALL BURNISHED COPPER,45,123
"Brand#12",LARGE ANODIZED BRASS,14,123
"Brand#12",LARGE PLATED COPPER,49,123
"Brand#13",PROMO BURNISHED NICKEL,14,123
"Brand#15",LARGE BURNISHED NICKEL,19,123
"Brand#15",SMALL ANODIZED BRASS,45,123
"Brand#21",MEDIUM PLATED NICKEL,49,123
"Brand#21",STANDARD BRUSHED NICKEL,45,123
"Brand#22",LARGE ANODIZED COPPER,36,123
"Brand#22",PROMO POLISHED TIN,45,123
"Brand#23",LARGE POLISHED TIN,49,123
"Brand#23",PROMO BURNISHED STEEL,49,123
"Brand#23",PROMO BURNISHED TIN,3,123
"Brand#24",STANDARD BURNISHED STEEL,3,123
"Brand#25",MEDIUM PLATED BRASS,19,123
"Brand#31",PROMO ANODIZED TIN,36,123
"Brand#32",LARGE POLISHED COPPER,14,123
"Brand#32",MEDIUM BURNISHED COPPER,19,123
"Brand#32",SMALL BRUSHED TIN,19,123
"Brand#33",ECONOMY BURNISHED BRASS,3,123
"Brand#33",MEDIUM PLATED COPPER,14,123
"Brand#33",STANDARD ANODIZED STEEL,3,123
"Brand#34",PROMO BURNISHED BRASS,14,123
"Brand#35",MEDIUM BURNISHED NICKEL,45,123
"Brand#41",SMALL ANODIZED NICKEL,23,123
"Brand#41",SMALL BURNISHED COPPER,36,123
"Brand#42",ECONOMY BURNISHED STEEL,9,123
"Brand#44",PROMO POLISHED COPPER,9,123
"Brand#51",SMALL ANODIZED TIN,19,123
"Brand#52",LARGE POLISHED STEEL,49,123
"Brand#53",ECONOMY PLATED STEEL,14,123
"Brand#53",STANDARD ANODIZED COPPER,49,123
"Brand#53",STANDARD PLATED COPPER,36,123
"Brand#54",ECONOMY BRUSHED COPPER,14,123
"Brand#54",STANDARD ANODIZED BRASS,3,123
"Brand#54",STANDARD BRUSHED NICKEL,9,123
"Brand#55",LARGE BRUSHED STEEL,49,123
"Brand#55",MEDIUM BURNISHED BRASS,19,123
"Brand#32",ECONOMY POLISHED STEEL,19,122
"Brand#11",ECONOMY ANODIZED COPPER,14,120
"Brand#11",ECONOMY ANODIZED NICKEL,49,120
"Brand#11",ECONOMY BRUSHED NICKEL,49,120
"Brand#11",ECONOMY PLATED COPPER,3,120
"Brand#11",LARGE POLISHED COPPER,14,120
"Brand#11",MEDIUM BRUSHED COPPER,49,120
"Brand#11",PROMO ANODIZED TIN,14,120
"Brand#11",PROMO BRUSHED STEEL,49,120
"Brand#11",SMALL ANODIZED BRASS,36,120
"Brand#11",STANDARD BURNISHED BRASS,36,120
"Brand#12",ECONOMY BRUSHED STEEL,45,120
"Brand#12",ECONOMY BURNISHED TIN,3,120
"Brand#12",ECONOMY POLISHED STEEL,19,120
"Brand#12",LARGE PLATED STEEL,45,120
"Brand#12",MEDIUM BRUSHED TIN,14,120
"Brand#12",PROMO ANODIZED COPPER,14,120
"Brand#12",PROMO PLATED TIN,36,120
"Brand#12",STANDARD ANODIZED STEEL,36,120
"Brand#12",STANDARD BRUSHED NICKEL,14,120
"Brand#12",STANDARD BRUSHED TIN,23,120
"Brand#12",STANDARD BRUSHED TIN,36,120
"Brand#12",STANDARD PLATED COPPER,23,120
"Brand#12",STANDARD POLISHED STEEL,3,120
"Brand#13",ECONOMY BURNISHED BRASS,45,120
"Brand#13",LARGE BURNISHED TIN,45,120
"Brand#13",LARGE PLATED BRASS,9,120
"Brand#13",LARGE POLISHED NICKEL,3,120
"Brand#13",LARGE POLISHED STEEL,14,120
"Brand#13",MEDIUM BURNISHED COPPER,45,120
"Brand#13",MEDIUM PLATED COPPER,49,120
"Brand#13",PROMO ANODIZED TIN,23,120
"Brand#13",SMALL BRUSHED NICKEL,3,120
"Brand#13",SMALL BURNISHED TIN,49,120
"Brand#13",STANDARD BRUSHED BRASS,45,120
"Brand#13",STANDARD BURNISHED COPPER,45,120
"Brand#14",ECONOMY PLATED COPPER,19,120
"Brand#14",LARGE ANODIZED STEEL,23,120
"Brand#14",LARGE BURNISHED COPPER,23,120
"Brand#14",LARGE BURNISHED TIN,45,120
"Brand#14",LARGE POLISHED BRASS,45,120
"Brand#14",LARGE POLISHED COPPER,23,120
"Brand#14",MEDIUM BRUSHED TIN,14,120
"Brand#14",MEDIUM BURNISHED STEEL,3,120
"Brand#14",SMALL ANODIZED BRASS,19,120
"Brand#14",SMALL BRUSHED TIN,9,120
"Brand#14",SMALL BRUSHED TIN,45,120
"Brand#14",SMALL BURNISHED TIN,36,120
"Brand#14",STANDARD PLATED COPPER,19,120
"Brand#15",ECONOMY ANODIZED TIN,45,120
"Brand#15",LARGE ANODIZED BRASS,9,120
"Brand#15",LARGE ANODIZED COPPER,9,120
"Brand#15",LARGE BRUSHED STEEL,23,120
"Brand#15",LARGE BRUSHED TIN,9,120
"Brand#15",MEDIUM ANODIZED COPPER,14,120
"Brand#15",PROMO ANODIZED BRASS,45,120
"Brand#15",PROMO BURNISHED NICKEL,9,120
"Brand#15",PROMO BURNISHED NICKEL,36,120
"Brand#15",PROMO PLATED COPPER,49,120
"Brand#15",SMALL BURNISHED COPPER,36,120
"Brand#15",SMALL POLISHED BRASS,45,120
"Brand#15",STANDARD PLATED NICKEL,23,120
"Brand#15",STANDARD PLATED TIN,3,120
"Brand#15",STANDARD PLATED TIN,45,120
"Brand#21",ECONOMY ANODIZED STEEL,3,120
"Brand#21",ECONOMY ANODIZED TIN,49,120
"Brand#21",ECONOMY PLATED COPPER,45,120
"Brand#21",ECONOMY PLATED TIN,45,120
"Brand#21",ECONOMY POLISHED STEEL,19,120
"Brand#21",LARGE BRUSHED TIN,49,120
"Brand#21",LARGE BURNISHED COPPER,23,120
"Brand#21",LARGE BURNISHED NICKEL,23,120
"Brand#21",LARGE PLATED BRASS,23,120
"Brand#21",MEDIUM BRUSHED BRASS,36,120
"Brand#21",MEDIUM BURNISHED TIN,23,120
"Brand#21",MEDIUM PLATED BRASS,3,120
"Brand#21",PROMO ANODIZED BRASS,23,120
"Brand#21",PROMO ANODIZED NICKEL,19,120
"Brand#21",PROMO POLISHED BRASS,49,120
"Brand#21",PROMO POLISHED TIN,45,120
"Brand#21",SMALL BURNISHED TIN,36,120
"Brand#21",STANDARD ANODIZED BRASS,49,120
"Brand#21",STANDARD PLATED TIN,14,120
"Brand#22",ECONOMY BRUSHED COPPER,19,120
"Brand#22",ECONOMY BRUSHED COPPER,49,120
"Brand#22",ECONOMY POLISHED NICKEL,49,120
"Brand#22",ECONOMY POLISHED STEEL,23,120
"Brand#22",LARGE PLATED COPPER,36,120
"Brand#22",LARGE PLATED STEEL,49,120
"Brand#22",PROMO ANODIZED NICKEL,9,120
"Brand#22",PROMO ANODIZED STEEL,36,120
"Brand#22",PROMO PLATED COPPER,14,120
"Brand#22",PROMO POLISHED STEEL,23,120
"Brand#22",SMALL ANODIZED TIN,19,120
"Brand#22",SMALL BURNISHED STEEL,45,120
"Brand#22",STANDARD ANODIZED COPPER,9,120
"Brand#22",STANDARD BRUSHED TIN,49,120
"Brand#22",STANDARD BURNISHED COPPER,3,120
"Brand#22",STANDARD POLISHED BRASS,3,120
"Brand#22",STANDARD POLISHED STEEL,49,120
"Brand#22",STANDARD POLISHED TIN,19,120
"Brand#23",ECONOMY ANODIZED COPPER,3,120
"Brand#23",ECONOMY ANODIZED STEEL,36,120
"Brand#23",LARGE ANODIZED NICKEL,36,120
"Brand#23",LARGE BRUSHED BRASS,3,120
"Brand#23",LARGE PLATED BRASS,14,120
"Brand#23",LARGE POLISHED STEEL,3,120
"Brand#23",MEDIUM ANODIZED COPPER,14,120
"Brand#23",MEDIUM ANODIZED STEEL,45,120
"Brand#23",MEDIUM BRUSHED TIN,19,120
"Brand#23",MEDIUM BURNISHED STEEL,23,120
"Brand#23",PROMO ANODIZED TIN,49,120
"Brand#23",PROMO PLATED NICKEL,23,120
"Brand#23",SMALL POLISHED STEEL,23,120
"Brand#23",STANDARD ANODIZED BRASS,49,120
"Brand#23",STANDARD BRUSHED COPPER,45,120
"Brand#23",STANDARD BURNISHED COPPER,19,120
"Brand#23",STANDARD PLATED COPPER,36,120
"Brand#24",ECONOMY ANODIZED NICKEL,45,120
"Brand#24",ECONOMY BRUSHED BRASS,36,120
"Brand#24",ECONOMY BRUSHED STEEL,19,120
"Brand#24",ECONOMY PLATED BRASS,36,120
"Brand#24",ECONOMY POLISHED BRASS,9,120
"Brand#24",LARGE ANODIZED COPPER,36,120
"Brand#24",MEDIUM BRUSHED BRASS,49,120
"Brand#24",MEDIUM BRUSHED COPPER,23,120
"Brand#24",MEDIUM BRUSHED TIN,36,120
"Brand#24",PROMO BURNISHED NICKEL,49,120
"Brand#24",PROMO PLATED BRASS,3,120
"Brand#24",PROMO POLISHED STEEL,9,120
"Brand#24",SMALL BRUSHED COPPER,19,120
"Brand#24",SMALL BRUSHED STEEL,19,120
"Brand#24",SMALL PLATED BRASS,14,120
"Brand#24",STANDARD ANODIZED BRASS,9,120
"Brand#24",STANDARD BRUSHED NICKEL,45,120
"Brand#24",STANDARD BURNISHED STEEL,45,120
"Brand#25",ECONOMY POLISHED BRASS,19,120
"Brand#25",ECONOMY POLISHED TIN,3,120
"Brand#25",LARGE ANODIZED BRASS,14,120
"Brand#25",LARGE BURNISHED COPPER,23,120
"Brand#25",MEDIUM BRUSHED COPPER,45,120
"Brand#25",MEDIUM BURNISHED BRASS,14,120
"Brand#25",MEDIUM BURNISHED NICKEL,3,120
"Brand#25",MEDIUM PLATED COPPER,45,120
"Brand#25",SMALL PLATED STEEL,14,120
"Brand#25",SMALL POLISHED COPPER,14,120
"Brand#25",STANDARD ANODIZED TIN,36,120
"Brand#25",STANDARD PLATED STEEL,3,120
"Brand#31",ECONOMY BRUSHED COPPER,14,120
"Brand#31",LARGE ANODIZED COPPER,14,120
"Brand#31",LARGE PLATED TIN,9,120
"Brand#31",MEDIUM ANODIZED BRASS,36,120
"Brand#31",MEDIUM BURNISHED COPPER,9,120
"Brand#31",MEDIUM PLATED STEEL,9,120
"Brand#31",PROMO ANODIZED STEEL,3,120
"Brand#31",PROMO BRUSHED STEEL,49,120
"Brand#31",PROMO PLATED STEEL,3,120
"Brand#31",STANDARD ANODIZED TIN,23,120
"Brand#32",ECONOMY ANODIZED TIN,3,120
"Brand#32",ECONOMY BRUSHED BRASS,19,120
"Brand#32",ECONOMY POLISHED COPPER,3,120
"Brand#32",LARGE BRUSHED STEEL,23,120
"Brand#32",LARGE PLATED TIN,3,120
"Brand#32",MEDIUM ANODIZED STEEL,19,120
"Brand#32",PROMO ANODIZED TIN,19,120
"Brand#32",PROMO BRUSHED NICKEL,3,120
"Brand#32",SMALL BURNISHED BRASS,36,120
"Brand#32",SMALL BURNISHED BRASS,49,120
"Brand#32",STANDARD POLISHED TIN,36,120
"Brand#33",ECONOMY BURNISHED NICKEL,19,120
"Brand#33",LARGE ANODIZED NICKEL,23,120
"Brand#33",LARGE BRUSHED TIN,49,120
"Brand#33",MEDIUM BRUSHED BRASS,14,120
"Brand#33",PROMO ANODIZED NICKEL,9,120
"Brand#33",PROMO ANODIZED NICKEL,45,120
"Brand#33",PROMO ANODIZED STEEL,36,120
"Brand#33",PROMO BRUSHED COPPER,49,120
"Brand#33",PROMO BRUSHED STEEL,45,120
"Brand#33",PROMO BRUSHED TIN,3,120
"Brand#33",PROMO BURNISHED TIN,14,120
"Brand#33",PROMO PLATED NICKEL,45,120
"Brand#33",PROMO POLISHED BRASS,3,120
"Brand#33",PROMO POLISHED NICKEL,3,120
"Brand#33",PROMO POLISHED NICKEL,49,120
"Brand#33",PROMO POLISHED TIN,23,120
"Brand#33",SMALL BRUSHED NICKEL,19,120
"Brand#33",STANDARD BRUSHED TIN,19,120
"Brand#34",ECONOMY BURNISHED COPPER,9,120
"Brand#34",ECONOMY BURNISHED STEEL,9,120
"Brand#34",ECONOMY PLATED BRASS,14,120
"Brand#34",LARGE ANODIZED COPPER,3,120
"Brand#34",LARGE BURNISHED COPPER,3,120
"Brand#34",MEDIUM ANODIZED COPPER,3,120
"Brand#34",MEDIUM ANODIZED TIN,14,120
"Brand#34",MEDIUM PLATED BRASS,19,120
"Brand#34",PROMO BRUSHED STEEL,23,120
"Brand#34",PROMO BURNISHED STEEL,14,120
"Brand#34",SMALL PLATED BRASS,14,120
"Brand#34",SMALL PLATED NICKEL,3,120
"Brand#34",STANDARD BRUSHED NICKEL,45,120
"Brand#34",STANDARD BURNISHED BRASS,19,120
"Brand#35",ECONOMY ANODIZED BRASS,19,120
"Brand#35",ECONOMY ANODIZED COPPER,36,120
"Brand#35",ECONOMY PLATED BRASS,45,120
"Brand#35",LARGE ANODIZED COPPER,49,120
"Brand#35",LARGE BRUSHED BRASS,9,120
"Brand#35",LARGE PLATED BRASS,14,120
"Brand#35",LARGE POLISHED BRASS,19,120
"Brand#35",MEDIUM ANODIZED TIN,9,120
"Brand#35",MEDIUM BRUSHED COPPER,3,120
"Brand#35",MEDIUM BURNISHED TIN,9,120
"Brand#35",MEDIUM BURNISHED TIN,45,120
"Brand#35",MEDIUM PLATED STEEL,14,120
"Brand#35",PROMO BRUSHED BRASS,14,120
"Brand#35",PROMO BURNISHED BRASS,3,120
"Brand#35",PROMO POLISHED BRASS,19,120
"Brand#35",STANDARD ANODIZED NICKEL,14,120
"Brand#35",STANDARD ANODIZED TIN,23,120
"Brand#35",STANDARD BRUSHED COPPER,3,120
"Brand#35",STANDARD POLISHED TIN,3,120
"Brand#41",ECONOMY BRUSHED BRASS,49,120
"Brand#41",ECONOMY PLATED NICKEL,3,120
"Brand#41",LARGE ANODIZED TIN,49,120
"Brand#41",LARGE BRUSHED STEEL,36,120
"Brand#41",LARGE BURNISHED STEEL,9,120
"Brand#41",LARGE PLATED BRASS,19,120
"Brand#41",LARGE POLISHED BRASS,14,120
"Brand#41",MEDIUM ANODIZED TIN,9,120
"Brand#41",MEDIUM BRUSHED NICKEL,49,120
"Brand#41",PROMO ANODIZED BRASS,3,120
"Brand#41",PROMO BURNISHED TIN,23,120
"Brand#41",SMALL BURNISHED COPPER,23,120
"Brand#41",SMALL BURNISHED STEEL,9,120
"Brand#41",SMALL PLATED BRASS,3,120
"Brand#41",STANDARD POLISHED STEEL,14,120
"Brand#42",ECONOMY ANODIZED BRASS,19,120
"Brand#42",ECONOMY ANODIZED COPPER,49,120
"Brand#42",LARGE BRUSHED NICKEL,9,120
"Brand#42",MEDIUM ANODIZED BRASS,45,120
"Brand#42",MEDIUM BRUSHED BRASS,49,120
"Brand#42",MEDIUM BRUSHED TIN,3,120
"Brand#42",MEDIUM BURNISHED COPPER,49,120
"Brand#42",MEDIUM PLATED STEEL,3,120
"Brand#42",PROMO BURNISHED BRASS,14,120
"Brand#42",PROMO BURNISHED COPPER,19,120
"Brand#42",PROMO PLATED BRASS,3,120
"Brand#42",PROMO POLISHED COPPER,19,120
"Brand#42",SMALL ANODIZED TIN,19,120
"Brand#42",SMALL PLATED BRASS,9,120
"Brand#42",SMALL POLISHED TIN,14,120
"Brand#42",STANDARD ANODIZED NICKEL,49,120
"Brand#42",STANDARD ANODIZED TIN,19,120
"Brand#42",STANDARD BRUSHED BRASS,36,120
"Brand#42",STANDARD BRUSHED COPPER,9,120
"Brand#42",STANDARD BRUSHED TIN,49,120
"Brand#42",STANDARD BURNISHED NICKEL,45,120
"Brand#42",STANDARD BURNISHED STEEL,3,120
"Brand#42",STANDARD POLISHED TIN,23,120
"Brand#42",STANDARD POLISHED TIN,49,120
"Brand#43",ECONOMY ANODIZED NICKEL,9,120
